DESEMP_INGLES,COLE_CODIGO_ICFES,COLE_JORNADA,ESTU_GENERACION-E,FAMI_NUMLIBROS,FAMI_EDUCACIONMADRE,ESTU_COD_RESIDE_MCPIO,FAMI_EDUCACIONPADRE,FAMI_TRABAJOLABORPADRE,FAMI_ESTRATOVIVIENDA,FAMI_TRABAJOLABORMADRE,ESTU_DEPTO_PRESENTACION,COLE_DEPTO_UBICACION,ESTU_DEPTO_RESIDE,FAMI_TIENECOMPUTADOR,ESTU_HORASSEMANATRABAJA,ESTU_DEDICACIONINTERNET,FAMI_CUARTOSHOGAR,COLE_NATURALEZA,ESTU_DEDICACIONLECTURADIARIA,PUNT_GLOBAL_CAT
A-,253393,UNICA,NO,0 A 10 LIBROS,Secundaria (Bachillerato) completa,63001.0,No sabe,No sabe,Estrato 1,"Trabaja en el hogar, no trabaja o estudia",QUINDIO,QUINDIO,QUINDIO,No,0,30 minutos o menos,Tres,OFICIAL,No leo por entretenimiento,medio
