DESEMP_INGLES,COLE_CODIGO_ICFES,COLE_JORNADA,ESTU_GENERACION-E,FAMI_NUMLIBROS,FAMI_EDUCACIONMADRE,ESTU_COD_RESIDE_MCPIO,FAMI_EDUCACIONPADRE,FAMI_TRABAJOLABORPADRE,FAMI_ESTRATOVIVIENDA,FAMI_TRABAJOLABORMADRE,ESTU_DEPTO_PRESENTACION,COLE_DEPTO_UBICACION,ESTU_DEPTO_RESIDE,FAMI_TIENECOMPUTADOR,ESTU_HORASSEMANATRABAJA,ESTU_DEDICACIONINTERNET,FAMI_CUARTOSHOGAR,COLE_NATURALEZA,ESTU_DEDICACIONLECTURADIARIA,PUNT_GLOBAL_CAT
B1,16659,MAÑANA,NO,MÁS DE 100 LIBROS,Postgrado,76001.0,Técnica o tecnológica completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 4,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",VALLE,VALLE,VALLE,Si,0,Entre 30 y 60 minutos,Tres,NO OFICIAL,30 minutos o menos,alto
