DESEMP_INGLES,COLE_CODIGO_ICFES,COLE_JORNADA,ESTU_GENERACION-E,FAMI_NUMLIBROS,FAMI_EDUCACIONMADRE,ESTU_COD_RESIDE_MCPIO,FAMI_EDUCACIONPADRE,FAMI_TRABAJOLABORPADRE,FAMI_ESTRATOVIVIENDA,FAMI_TRABAJOLABORMADRE,ESTU_DEPTO_PRESENTACION,COLE_DEPTO_UBICACION,ESTU_DEPTO_RESIDE,FAMI_TIENECOMPUTADOR,ESTU_HORASSEMANATRABAJA,ESTU_DEDICACIONINTERNET,FAMI_CUARTOSHOGAR,COLE_NATURALEZA,ESTU_DEDICACIONLECTURADIARIA,PUNT_GLOBAL_CAT
A-,648451,MAÑANA,GENERACION E - GRATUIDAD,MÁS DE 100 LIBROS,Educación profesional completa,47205.0,Primaria completa,"Trabaja en el hogar, no trabaja o estudia",Estrato 3,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",ATLANTICO,MAGDALENA,MAGDALENA,Si,Menos de 10 horas,Entre 30 y 60 minutos,Tres,OFICIAL,30 minutos o menos,bajo
